filename,aphia_id,scientific_name,set_number,latitude,longitude,station_name,code
setNumber_029_catchCode_8429__image.jpg,124020,Ceramaster granularis,29,47.43922166666667,-57.80296833333333,306-P-3,8429
setNumber_030_catchCode_792__image.jpg,126175,Sebastes sp.,30,47.543745,-57.59290333333333,300-P-1,792
setNumber_032_catchCode_320__image.jpg,126352,Arctozenus risso,32,47.058575,-57.56046,309-P-2,320
setNumber_032_catchCode_811__image.jpg,127193,Artediellus atlanticus,32,47.058575,-57.56046,309-P-2,811
setNumber_032_catchCode_792__image.jpg,126175,Sebastes sp.,32,47.058575,-57.56046,309-P-2,792
setNumber_034_catchCode_792__image.jpg,126175,Sebastes sp.,34,47.266725,-57.00196,716-P-3,792
setNumber_034_catchCode_966__image.jpg,159184,Lophius americanus,34,47.266725,-57.00196,716-P-3,966
setNumber_034_catchCode_90__image.jpg,105865,Amblyraja radiata,34,47.266725,-57.00196,716-P-3,90
setNumber_034_catchCode_8431__image.jpg,124043,Hippasteria phrygiana,34,47.266725,-57.00196,716-P-3,8431
setNumber_036_catchCode_893__image.jpg,127138,Hippoglossus hippoglossus,36,47.474106666666664,-56.55052,300-A-10,893
setNumber_038_catchCode_443__image.jpg,126441,Pollachius virens,38,47.44541666666667,-56.30876666666666,298-P-1,443
setNumber_038_catchCode_438__image.jpg,126436,Gadus morhua,38,47.44541666666667,-56.30876666666666,298-P-1,438
setNumber_038_catchCode_8216__image.jpg,106903,Hyas sp.,38,47.44541666666667,-56.30876666666666,298-P-1,8216
setNumber_038_catchCode_8216__image_QQywz7n.jpg,106903,Hyas sp.,38,47.44541666666667,-56.30876666666666,298-P-1,8216
setNumber_040_catchCode_187__image.jpg,126735,Mallotus villosus,40,47.344025,-55.64541,296-P-2,187
setNumber_040_catchCode_847__image.jpg,159521,Eumicrotremus terraenovae,40,47.344025,-55.64541,296-P-2,847
setNumber_040_catchCode_2182__image.jpg,158210,Actinauge cristata,40,47.344025,-55.64541,296-P-2,2182
setNumber_040_catchCode_8447__image.jpg,124154,Crossaster papposus,40,47.344025,-55.64541,296-P-2,8447
setNumber_042_catchCode_792__image.jpg,126175,Sebastes sp.,42,47.247115,-55.7115,295-A-6,792
setNumber_042_catchCode_187__image.jpg,126735,Mallotus villosus,42,47.247115,-55.7115,295-A-6,187
setNumber_042_catchCode_2173__image.jpg,100854,Stomphia coccinea,42,47.247115,-55.7115,295-A-6,2173
setNumber_042_catchCode_8178__image.jpg,106854,Pagurus sp.,42,47.247115,-55.7115,295-A-6,8178
setNumber_046_catchCode_272__image.jpg,10309,Myctophiformes (o.),46,47.089951666666664,-57.011035,716-P-1,271
setNumber_046_catchCode_1381__image.jpg,135509,Stephalia corona,46,47.089951666666664,-57.011035,716-P-1,1381
setNumber_049_catchCode_478__image.jpg,183289,Nezumia bairdii,49,46.60398166666667,-57.45663166666667,313-A-9,478
setNumber_049_catchCode_193__image.jpg,126715,Argentina silus,49,46.60398166666667,-57.45663166666667,313-A-9,193
setNumber_050_catchCode_193__image.jpg,126715,Argentina silus,50,46.69142166666666,-57.60894833333333,715-P-1,193
setNumber_050_catchCode_890__image.jpg,127136,Glyptocephalus cynoglossus,50,46.69142166666666,-57.60894833333333,715-P-1,890
setNumber_050_catchCode_478__image.jpg,183289,Nezumia bairdii,50,46.69142166666666,-57.60894833333333,715-P-1,478
setNumber_050_catchCode_8742__image.jpg,103483,Ascidia sp.,50,46.69142166666666,-57.60894833333333,715-P-1,8742
setNumber_053_catchCode_892__image.jpg,127144,Reinhardtius hippoglossoides,53,46.307516666666665,-58.03142,713-P-7,892
setNumber_053_catchCode_91__image.jpg,158554,Malacoraja senta,53,46.307516666666665,-58.03142,713-P-7,91
setNumber_053_catchCode_272__image.jpg,272728,Notoscopelus kroyeri,53,46.307516666666665,-58.03142,713-P-7,275
setNumber_053_catchCode_230__image.jpg,234601,Stomias boa boa,53,46.307516666666665,-58.03142,713-P-7,230
setNumber_055_catchCode_272__image.jpg,125498,Myctophidae sp.,55,46.03658166666666,-57.98786333333334,415-P-20,272
setNumber_055_catchCode_792__image.jpg,126175,Sebastes sp.,55,46.03658166666666,-57.98786333333334,415-P-20,792
setNumber_055_catchCode_320__image.jpg,126352,Arctozenus risso,55,46.03658166666666,-57.98786333333334,415-P-20,320
setNumber_057_catchCode_792__image.jpg,126175,Sebastes sp.,57,46.18996,-57.60506,713-P-5,792
setNumber_057_catchCode_272__image.jpg,125498,Myctophidae sp.,57,46.18996,-57.60506,713-P-5,272
setNumber_062_catchCode_90__image.jpg,105865,Amblyraja radiata,62,45.753051666666664,-56.769016666666666,316-P-1,90
setNumber_062_catchCode_90_specimenId_4170__image.jpg,105865,Amblyraja radiata,62,45.753051666666664,-56.769016666666666,316-P-1,90
setNumber_062_catchCode_444__image.jpg,158988,Phycis chesteri,62,45.753051666666664,-56.769016666666666,316-P-1,444
setNumber_062_catchCode_4557__image.jpg,138481,Rossia sp.,62,45.753051666666664,-56.769016666666666,316-P-1,4557
setNumber_062_catchCode_8553__image.jpg,124934,Ophiura sarsii,62,45.753051666666664,-56.769016666666666,316-P-1,8553
setNumber_062_catchCode_8378__image.jpg,124404,Brisaster fragilis,62,45.753051666666664,-56.769016666666666,316-P-1,8378
setNumber_163_catchCode_193__image.jpg,126715,Argentina silus,163,45.975093333333334,-58.45072166666667,417-P-2,193
setNumber_163_catchCode_478__image.jpg,183289,Nezumia bairdii,163,45.975093333333334,-58.45072166666667,417-P-2,478
setNumber_163_catchCode_8553__image.jpg,124934,Ophiura sarsii,163,45.975093333333334,-58.45072166666667,417-P-2,8553
setNumber_163_catchCode_8520__image.jpg,123908,Psilaster andromeda,163,45.975093333333334,-58.45072166666667,417-P-2,8520
setNumber_168_catchCode_272__image.jpg,10309,Myctophiformes (o.),168,45.30751,-57.245218333333334,397-P-4,271
setNumber_168_catchCode_227__image.jpg,127338,Chauliodus sloani,168,45.30751,-57.245218333333334,397-P-4,227
setNumber_170_catchCode_272__image.jpg,10309,Myctophiformes (o.),170,45.585163333333334,-57.240635,712-P-1,271
